"patient"	"nCount_RNA"	"nFeature_RNA"	"sample"	"ads_x"	"ads_y"	"pixel_x"	"pixel_y"	"SCT_snn_res.0.8"
"P10_47x37_3"	"10"	"  271"	" 211"	"3"	"46.96"	"37.04"	"10640.0"	" 9355.6"	"0"
"P10_47x39_3"	"10"	"  256"	" 204"	"3"	"46.95"	"39.02"	"10637.2"	" 9751.1"	"0"
"P10_47x41_3"	"10"	"  414"	" 284"	"3"	"46.93"	"41.02"	"10635.1"	"10153.1"	"0"
"P10_48x20_3"	"10"	"  397"	" 299"	"3"	"47.90"	"20.17"	"10809.8"	" 5974.4"	"0"
"P10_48x22_3"	"10"	"  528"	" 364"	"3"	"48.05"	"22.05"	"10835.7"	" 6351.2"	"0"
"P10_48x24_3"	"10"	"  456"	" 321"	"3"	"48.01"	"24.09"	"10828.3"	" 6759.4"	"0"
"P10_48x26_3"	"10"	"  792"	" 496"	"3"	"48.02"	"26.10"	"10830.3"	" 7162.2"	"0"
"P10_48x28_3"	"10"	" 3591"	"1513"	"3"	"47.96"	"28.10"	"10819.7"	" 7563.8"	"1"
"P10_48x30_3"	"10"	" 1083"	" 595"	"3"	"47.94"	"30.08"	"10816.4"	" 7960.6"	"0"
"P10_48x32_3"	"10"	"  623"	" 409"	"3"	"47.94"	"32.06"	"10816.5"	" 8358.0"	"0"
"P10_48x34_3"	"10"	"  298"	" 236"	"3"	"47.90"	"33.95"	"10809.0"	" 8736.1"	"0"
"P10_48x36_3"	"10"	"  336"	" 271"	"3"	"47.96"	"36.03"	"10819.6"	" 9152.6"	"0"
"P10_48x40_3"	"10"	"  208"	" 166"	"3"	"47.93"	"40.02"	"10815.3"	" 9952.5"	"1"
"P10_49x21_3"	"10"	"  456"	" 322"	"3"	"48.93"	"21.10"	"10996.0"	" 6162.1"	"0"
"P10_49x23_3"	"10"	"  441"	" 317"	"3"	"49.03"	"23.06"	"11013.0"	" 6553.2"	"0"
"P10_49x25_3"	"10"	" 1191"	" 733"	"3"	"48.99"	"25.06"	"11006.0"	" 6953.7"	"1"
"P10_49x27_3"	"10"	" 3131"	"1431"	"3"	"49.00"	"27.08"	"11008.2"	" 7358.9"	"1"
"P10_49x29_3"	"10"	" 3906"	"1598"	"3"	"48.95"	"29.09"	"10999.1"	" 7761.9"	"1"
"P10_49x31_3"	"10"	"  865"	" 529"	"3"	"48.94"	"31.06"	"10996.6"	" 8157.7"	"1"
"P10_49x33_3"	"10"	"  605"	" 398"	"3"	"48.96"	"33.06"	"11000.7"	" 8557.7"	"0"
"P10_49x35_3"	"10"	"  275"	" 214"	"3"	"48.98"	"35.03"	"11004.8"	" 8952.6"	"0"
"P10_49x37_3"	"10"	"  375"	" 284"	"3"	"48.95"	"37.03"	"10999.3"	" 9354.2"	"1"
"P10_49x39_3"	"10"	"  284"	" 222"	"3"	"48.94"	"39.02"	"10996.5"	" 9751.3"	"0"
"P10_50x22_3"	"10"	"  591"	" 415"	"3"	"49.95"	"22.15"	"11179.4"	" 6370.8"	"0"
"P10_50x24_3"	"10"	"  825"	" 561"	"3"	"49.95"	"24.09"	"11179.7"	" 6759.7"	"0"
"P10_50x26_3"	"10"	" 2130"	"1035"	"3"	"49.99"	"26.07"	"11186.1"	" 7157.4"	"0"
"P10_50x28_3"	"10"	" 2345"	"1077"	"3"	"49.93"	"28.06"	"11175.4"	" 7555.2"	"1"
"P10_50x30_3"	"10"	" 1204"	" 658"	"3"	"49.93"	"30.05"	"11176.0"	" 7953.8"	"1"
"P10_50x32_3"	"10"	"  635"	" 420"	"3"	"49.92"	"32.07"	"11173.1"	" 8359.9"	"0"
"P10_50x34_3"	"10"	"  592"	" 400"	"3"	"49.94"	"34.05"	"11176.5"	" 8756.0"	"0"
"P10_50x36_3"	"10"	"  557"	" 391"	"3"	"49.93"	"36.07"	"11174.9"	" 9161.6"	"0"
"P10_50x38_3"	"10"	"  420"	" 310"	"3"	"49.90"	"38.06"	"11170.8"	" 9559.5"	"1"
"P10_51x23_3"	"10"	"  626"	" 430"	"3"	"50.96"	"23.11"	"11361.8"	" 6562.9"	"0"
"P10_51x25_3"	"10"	" 1141"	" 630"	"3"	"50.96"	"25.06"	"11361.0"	" 6955.2"	"1"
"P10_51x27_3"	"10"	" 2463"	"1148"	"3"	"50.98"	"27.09"	"11365.3"	" 7362.3"	"1"
"P10_51x29_3"	"10"	" 2785"	"1185"	"3"	"50.89"	"29.10"	"11348.9"	" 7764.2"	"1"
"P10_51x31_3"	"10"	"  628"	" 423"	"3"	"50.92"	"31.10"	"11353.3"	" 8164.7"	"0"
"P10_51x33_3"	"10"	"  818"	" 503"	"3"	"50.92"	"33.09"	"11353.8"	" 8564.5"	"0"
"P10_51x35_3"	"10"	"  341"	" 255"	"3"	"50.96"	"35.08"	"11361.2"	" 8961.6"	"0"
"P10_51x37_3"	"10"	"  411"	" 316"	"3"	"50.88"	"37.05"	"11346.4"	" 9357.8"	"0"
"P10_52x22_3"	"10"	"  509"	" 367"	"3"	"52.00"	"22.13"	"11548.7"	" 6368.2"	"0"
"P10_52x26_3"	"10"	"  876"	" 523"	"3"	"52.00"	"26.00"	"11548.5"	" 7142.6"	"6"
"P10_52x28_3"	"10"	" 1642"	" 854"	"3"	"51.89"	"28.11"	"11529.0"	" 7565.3"	"1"
"P10_52x30_3"	"10"	" 1754"	" 882"	"3"	"51.91"	"30.09"	"11533.6"	" 7961.8"	"1"
"P10_52x32_3"	"10"	"  655"	" 436"	"3"	"51.90"	"32.09"	"11531.9"	" 8363.3"	"0"
"P10_52x34_3"	"10"	"  485"	" 337"	"3"	"51.93"	"34.08"	"11535.8"	" 8761.4"	"0"
"P10_52x36_3"	"10"	"  344"	" 262"	"3"	"51.94"	"36.00"	"11537.5"	" 9147.5"	"0"
"P10_53x21_3"	"10"	"  665"	" 443"	"3"	"52.98"	"21.10"	"11725.9"	" 6160.4"	"0"
"P10_53x23_3"	"10"	"  555"	" 381"	"3"	"52.96"	"23.11"	"11722.7"	" 6564.9"	"0"
"P10_53x27_3"	"10"	" 1819"	" 942"	"3"	"52.94"	"27.07"	"11718.4"	" 7357.4"	"1"
"P10_53x29_3"	"10"	" 2121"	" 968"	"3"	"52.95"	"29.03"	"11721.0"	" 7749.7"	"1"
"P10_53x31_3"	"10"	" 1825"	" 984"	"3"	"52.91"	"31.09"	"11713.1"	" 8163.5"	"1"
"P10_53x33_3"	"10"	" 1297"	" 754"	"3"	"52.94"	"33.07"	"11718.5"	" 8560.6"	"1"
"P10_53x35_3"	"10"	"  776"	" 519"	"3"	"52.94"	"35.07"	"11719.4"	" 8960.8"	"0"
"P10_54x22_3"	"10"	"  379"	" 257"	"3"	"53.97"	"22.07"	"11904.0"	" 6356.5"	"0"
"P10_54x26_3"	"10"	"  729"	" 440"	"3"	"53.99"	"26.09"	"11908.0"	" 7160.6"	"1"
"P10_54x28_3"	"10"	" 1750"	" 834"	"3"	"53.97"	"28.07"	"11904.3"	" 7558.0"	"1"
"P10_54x30_3"	"10"	" 1889"	" 893"	"3"	"53.97"	"30.08"	"11904.6"	" 7960.5"	"1"
"P10_54x32_3"	"10"	" 3330"	"1519"	"3"	"53.97"	"32.09"	"11904.5"	" 8363.0"	"1"
"P10_54x34_3"	"10"	" 1013"	" 671"	"3"	"53.99"	"34.07"	"11907.9"	" 8761.1"	"1"
"P10_55x27_3"	"10"	" 1044"	" 613"	"3"	"55.00"	"27.04"	"12090.5"	" 7350.8"	"1"
"P10_55x29_3"	"10"	" 1479"	" 744"	"3"	"54.93"	"29.09"	"12078.8"	" 7763.0"	"1"
"P10_55x31_3"	"10"	" 1151"	" 678"	"3"	"54.96"	"31.09"	"12083.9"	" 8162.5"	"1"
"P9_10x52_1"	" 9"	"  864"	" 612"	"1"	"10.04"	"52.04"	" 3855.2"	"10975.4"	"0"
"P9_11x43_1"	" 9"	"  717"	" 546"	"1"	"11.04"	"43.08"	" 4035.4"	" 9181.7"	"10"
"P9_11x51_1"	" 9"	"  712"	" 564"	"1"	"11.10"	"51.05"	" 4046.3"	"10778.7"	"6"
"P9_11x53_1"	" 9"	" 1915"	"1235"	"1"	"11.03"	"53.07"	" 4034.3"	"11182.9"	"6"
"P9_11x55_1"	" 9"	"  318"	" 262"	"1"	"10.97"	"55.02"	" 4023.3"	"11572.9"	"0"
"P9_12x30_1"	" 9"	" 1880"	"1146"	"1"	"12.01"	"30.06"	" 4210.7"	" 6571.9"	"1"
"P9_12x32_1"	" 9"	"  707"	" 539"	"1"	"12.04"	"32.04"	" 4215.6"	" 6969.2"	"0"
"P9_12x42_1"	" 9"	" 3182"	"1793"	"1"	"12.01"	"42.04"	" 4210.4"	" 8972.1"	"8"
"P9_12x50_1"	" 9"	" 1691"	"1148"	"1"	"12.04"	"50.03"	" 4216.7"	"10574.1"	"6"
"P9_12x52_1"	" 9"	" 2324"	"1348"	"1"	"12.03"	"52.03"	" 4214.8"	"10974.7"	"6"
"P9_12x54_1"	" 9"	" 1364"	" 912"	"1"	"12.00"	"54.01"	" 4208.8"	"11370.2"	"1"
"P9_12x56_1"	" 9"	" 4390"	"2338"	"1"	"12.00"	"55.99"	" 4208.4"	"11767.0"	"10"
"P9_13x25_1"	" 9"	" 7852"	"3487"	"1"	"13.07"	"24.99"	" 4401.9"	" 5557.4"	"1"
"P9_13x27_1"	" 9"	" 1019"	" 736"	"1"	"13.09"	"26.96"	" 4404.7"	" 5951.4"	"0"
"P9_13x29_1"	" 9"	" 9207"	"3649"	"1"	"13.03"	"29.03"	" 4393.9"	" 6365.9"	"1"
"P9_13x31_1"	" 9"	" 2533"	"1583"	"1"	"13.04"	"31.01"	" 4397.3"	" 6763.2"	"8"
"P9_13x33_1"	" 9"	"  400"	" 325"	"1"	"13.06"	"33.02"	" 4400.1"	" 7166.2"	"2"
"P9_13x41_1"	" 9"	"  564"	" 447"	"1"	"13.04"	"41.03"	" 4396.4"	" 8770.3"	"1"
"P9_13x43_1"	" 9"	" 1380"	" 904"	"1"	"13.03"	"43.07"	" 4394.9"	" 9178.2"	"1"
"P9_13x49_1"	" 9"	" 3000"	"1697"	"1"	"13.07"	"49.05"	" 4402.2"	"10376.3"	"8"
"P9_13x51_1"	" 9"	" 4360"	"2162"	"1"	"13.05"	"51.05"	" 4398.4"	"10777.9"	"4"
"P9_13x53_1"	" 9"	"  303"	" 254"	"1"	"13.05"	"53.04"	" 4398.7"	"11176.7"	"0"
"P9_13x55_1"	" 9"	" 4521"	"2478"	"1"	"12.99"	"54.93"	" 4387.6"	"11554.7"	"9"
"P9_14x24_1"	" 9"	" 2073"	"1304"	"1"	"14.03"	"23.93"	" 4575.3"	" 5344.3"	"0"
"P9_14x26_1"	" 9"	" 2260"	"1378"	"1"	"14.06"	"25.93"	" 4580.0"	" 5744.7"	"0"
"P9_14x28_1"	" 9"	" 7033"	"3205"	"1"	"14.02"	"27.95"	" 4573.8"	" 6150.4"	"8"
"P9_14x30_1"	" 9"	" 6015"	"2708"	"1"	"14.00"	"29.91"	" 4570.4"	" 6541.9"	"1"
"P9_14x32_1"	" 9"	" 5589"	"2573"	"1"	"14.03"	"31.92"	" 4574.5"	" 6945.9"	"0"
"P9_14x34_1"	" 9"	"  689"	" 527"	"1"	"14.05"	"33.92"	" 4579.1"	" 7346.6"	"4"
"P9_14x36_1"	" 9"	"  583"	" 443"	"1"	"14.05"	"35.92"	" 4578.1"	" 7746.8"	"0"
"P9_14x38_1"	" 9"	"  518"	" 411"	"1"	"14.01"	"37.91"	" 4572.3"	" 8146.0"	"2"
"P9_14x40_1"	" 9"	"  331"	" 267"	"1"	"14.03"	"39.90"	" 4575.6"	" 8544.7"	"2"
"P9_14x42_1"	" 9"	"  306"	" 258"	"1"	"14.04"	"41.91"	" 4577.3"	" 8947.3"	"0"
"P9_14x44_1"	" 9"	" 3139"	"1789"	"1"	"14.05"	"43.91"	" 4579.5"	" 9346.5"	"0"
"P9_14x46_1"	" 9"	" 5135"	"2514"	"1"	"14.00"	"45.92"	" 4569.6"	" 9749.1"	"0"
"P9_14x48_1"	" 9"	" 4635"	"2330"	"1"	"14.03"	"47.90"	" 4574.7"	"10147.1"	"8"
"P9_14x50_1"	" 9"	" 3855"	"2063"	"1"	"14.04"	"49.91"	" 4576.1"	"10548.8"	"8"
"P9_14x52_1"	" 9"	" 5329"	"2691"	"1"	"14.05"	"51.93"	" 4579.3"	"10953.6"	"1"
"P9_14x54_1"	" 9"	" 2916"	"1657"	"1"	"14.00"	"53.92"	" 4568.9"	"11353.5"	"6"
"P9_14x56_1"	" 9"	" 6030"	"2924"	"1"	"14.02"	"55.91"	" 4573.0"	"11752.1"	"0"
"P9_14x58_1"	" 9"	" 5584"	"2856"	"1"	"14.03"	"57.91"	" 4574.5"	"12151.5"	"1"
"P9_15x15_1"	" 9"	"  683"	" 525"	"1"	"15.04"	"14.94"	" 4758.1"	" 3543.9"	"1"
"P9_15x19_1"	" 9"	" 4270"	"2263"	"1"	"15.08"	"18.95"	" 4765.4"	" 4345.6"	"8"
"P9_15x21_1"	" 9"	" 1350"	" 932"	"1"	"15.02"	"20.93"	" 4754.6"	" 4743.9"	"1"
"P9_15x23_1"	" 9"	"  855"	" 592"	"1"	"15.03"	"22.94"	" 4755.2"	" 5146.1"	"0"
"P9_15x25_1"	" 9"	"12320"	"4526"	"1"	"15.03"	"24.98"	" 4756.4"	" 5554.2"	"1"
"P9_15x27_1"	" 9"	" 7074"	"3112"	"1"	"15.06"	"26.95"	" 4761.4"	" 5949.2"	"1"
"P9_15x29_1"	" 9"	"10435"	"3841"	"1"	"15.00"	"28.94"	" 4749.8"	" 6347.5"	"1"
"P9_15x31_1"	" 9"	" 8335"	"3281"	"1"	"15.02"	"30.93"	" 4753.9"	" 6747.1"	"4"
"P9_15x33_1"	" 9"	" 1615"	" 958"	"1"	"15.05"	"32.94"	" 4758.5"	" 7148.6"	"4"
"P9_15x35_1"	" 9"	"  993"	" 716"	"1"	"15.05"	"34.94"	" 4759.2"	" 7550.3"	"0"
"P9_15x37_1"	" 9"	"  850"	" 620"	"1"	"15.00"	"36.93"	" 4749.7"	" 7949.0"	"0"
"P9_15x39_1"	" 9"	"  602"	" 467"	"1"	"15.04"	"38.91"	" 4757.8"	" 8346.4"	"1"
"P9_15x41_1"	" 9"	"  249"	" 221"	"1"	"15.03"	"40.92"	" 4756.5"	" 8748.6"	"2"
"P9_15x43_1"	" 9"	" 1630"	"1017"	"1"	"15.05"	"42.92"	" 4759.8"	" 9149.2"	"0"
"P9_15x45_1"	" 9"	"12895"	"4442"	"1"	"15.01"	"44.93"	" 4752.8"	" 9551.5"	"1"
"P9_15x47_1"	" 9"	" 1159"	" 806"	"1"	"15.02"	"46.92"	" 4753.4"	" 9951.2"	"0"
"P9_15x49_1"	" 9"	"  471"	" 384"	"1"	"15.03"	"48.90"	" 4755.7"	"10347.5"	"2"
"P9_15x51_1"	" 9"	" 5302"	"2666"	"1"	"15.04"	"50.92"	" 4758.3"	"10751.8"	"1"
"P9_15x53_1"	" 9"	"  808"	" 596"	"1"	"14.99"	"52.95"	" 4749.2"	"11157.5"	"0"
"P9_15x55_1"	" 9"	" 7811"	"3402"	"1"	"15.00"	"54.93"	" 4751.0"	"11555.4"	"11"
"P9_15x57_1"	" 9"	" 3182"	"1850"	"1"	"15.02"	"56.93"	" 4753.1"	"11954.9"	"1"
"P9_15x59_1"	" 9"	" 5788"	"2917"	"1"	"15.04"	"58.94"	" 4756.7"	"12357.8"	"2"
"P9_16x14_1"	" 9"	"  936"	" 638"	"1"	"16.06"	"13.95"	" 4941.0"	" 3344.9"	"0"
"P9_16x16_1"	" 9"	"  764"	" 595"	"1"	"16.05"	"15.97"	" 4938.9"	" 3750.1"	"0"
"P9_16x18_1"	" 9"	" 9001"	"3793"	"1"	"16.09"	"17.97"	" 4946.3"	" 4149.8"	"1"
"P9_16x20_1"	" 9"	" 4647"	"2256"	"1"	"16.07"	"19.94"	" 4942.6"	" 4545.1"	"4"
"P9_16x22_1"	" 9"	"  822"	" 580"	"1"	"16.04"	"21.93"	" 4937.5"	" 4943.4"	"0"
"P9_16x24_1"	" 9"	" 1640"	" 995"	"1"	"16.03"	"23.96"	" 4935.7"	" 5350.9"	"4"
"P9_16x26_1"	" 9"	"11922"	"4177"	"1"	"16.08"	"25.92"	" 4944.9"	" 5742.2"	"1"
"P9_16x28_1"	" 9"	"  758"	" 568"	"1"	"16.02"	"27.95"	" 4933.7"	" 6150.3"	"5"
"P9_16x30_1"	" 9"	"12685"	"4384"	"1"	"16.02"	"29.93"	" 4935.1"	" 6545.5"	"1"
"P9_16x32_1"	" 9"	" 7241"	"3197"	"1"	"16.04"	"31.94"	" 4938.1"	" 6948.1"	"1"
"P9_16x34_1"	" 9"	"  464"	" 365"	"1"	"16.04"	"33.93"	" 4937.1"	" 7347.7"	"0"
"P9_16x36_1"	" 9"	"  963"	" 687"	"1"	"16.04"	"35.93"	" 4937.3"	" 7749.0"	"0"
"P9_16x38_1"	" 9"	"  920"	" 658"	"1"	"16.01"	"37.91"	" 4932.7"	" 8144.9"	"0"
"P9_16x40_1"	" 9"	"  609"	" 454"	"1"	"16.04"	"39.91"	" 4938.0"	" 8545.9"	"2"
"P9_16x42_1"	" 9"	" 1994"	"1179"	"1"	"16.06"	"41.90"	" 4941.3"	" 8944.4"	"0"
"P9_16x44_1"	" 9"	" 6925"	"3110"	"1"	"16.06"	"43.91"	" 4942.2"	" 9347.0"	"0"
"P9_16x46_1"	" 9"	" 1717"	"1078"	"1"	"16.01"	"45.92"	" 4933.2"	" 9750.3"	"6"
"P9_16x48_1"	" 9"	"  691"	" 526"	"1"	"16.02"	"47.91"	" 4933.7"	"10147.9"	"2"
"P9_16x50_1"	" 9"	" 5613"	"2654"	"1"	"16.04"	"49.92"	" 4938.3"	"10551.0"	"0"
"P9_16x52_1"	" 9"	" 3830"	"2111"	"1"	"16.05"	"51.92"	" 4938.9"	"10951.3"	"1"
"P9_16x54_1"	" 9"	" 3768"	"2140"	"1"	"15.99"	"53.92"	" 4929.3"	"11353.4"	"1"
"P9_16x56_1"	" 9"	" 5790"	"2864"	"1"	"16.01"	"55.91"	" 4933.1"	"11750.9"	"1"
"P9_16x58_1"	" 9"	" 4068"	"2220"	"1"	"16.03"	"57.91"	" 4936.9"	"12152.0"	"8"
"P9_16x60_1"	" 9"	" 3136"	"1737"	"1"	"16.04"	"59.92"	" 4938.2"	"12554.0"	"3"
"P9_17x13_1"	" 9"	"  602"	" 463"	"1"	"17.04"	"12.94"	" 5118.0"	" 3143.3"	"2"
"P9_17x15_1"	" 9"	" 1752"	"1123"	"1"	"17.04"	"14.92"	" 5119.1"	" 3539.4"	"0"
"P9_17x17_1"	" 9"	" 7251"	"3240"	"1"	"17.08"	"16.94"	" 5125.8"	" 3943.8"	"8"
"P9_17x19_1"	" 9"	"11105"	"4053"	"1"	"17.09"	"18.92"	" 5127.6"	" 4339.7"	"1"
"P9_17x21_1"	" 9"	" 3663"	"1722"	"1"	"17.03"	"20.93"	" 5116.3"	" 4743.6"	"4"
"P9_17x23_1"	" 9"	" 1068"	" 720"	"1"	"17.03"	"22.94"	" 5117.1"	" 5145.2"	"0"
"P9_17x25_1"	" 9"	" 9601"	"3962"	"1"	"17.06"	"24.97"	" 5121.2"	" 5553.0"	"8"
"P9_17x27_1"	" 9"	" 6902"	"3071"	"1"	"17.07"	"26.96"	" 5124.6"	" 5952.3"	"1"
"P9_17x29_1"	" 9"	"  945"	" 672"	"1"	"17.00"	"28.93"	" 5111.3"	" 6345.9"	"0"
"P9_17x31_1"	" 9"	" 6115"	"2762"	"1"	"17.02"	"30.93"	" 5114.5"	" 6746.0"	"4"
"P9_17x33_1"	" 9"	" 7203"	"3007"	"1"	"17.04"	"32.94"	" 5118.3"	" 7150.4"	"4"
"P9_17x35_1"	" 9"	" 1168"	" 802"	"1"	"17.05"	"34.92"	" 5121.1"	" 7545.2"	"0"
"P9_17x37_1"	" 9"	"  739"	" 555"	"1"	"17.00"	"36.91"	" 5110.4"	" 7945.6"	"1"
"P9_17x39_1"	" 9"	"  580"	" 426"	"1"	"17.03"	"38.89"	" 5117.2"	" 8341.3"	"1"
"P9_17x41_1"	" 9"	"  305"	" 250"	"1"	"17.04"	"40.92"	" 5118.2"	" 8747.9"	"0"
"P9_17x43_1"	" 9"	" 8245"	"3473"	"1"	"17.04"	"42.91"	" 5118.8"	" 9147.2"	"6"
"P9_17x45_1"	" 9"	" 3846"	"2022"	"1"	"16.98"	"44.91"	" 5108.2"	" 9548.5"	"6"
"P9_17x47_1"	" 9"	"  569"	" 443"	"1"	"17.01"	"46.90"	" 5113.2"	" 9946.6"	"0"
"P9_17x49_1"	" 9"	"  377"	" 313"	"1"	"17.03"	"48.90"	" 5116.3"	"10346.9"	"1"
"P9_17x51_1"	" 9"	" 3809"	"2139"	"1"	"17.03"	"50.93"	" 5117.4"	"10753.4"	"8"
"P9_17x53_1"	" 9"	" 6966"	"3066"	"1"	"16.98"	"52.93"	" 5106.7"	"11153.6"	"0"
"P9_17x55_1"	" 9"	" 4853"	"2511"	"1"	"16.97"	"54.94"	" 5106.0"	"11557.0"	"1"
"P9_17x57_1"	" 9"	" 3047"	"1743"	"1"	"17.03"	"56.92"	" 5116.1"	"11953.5"	"4"
"P9_17x59_1"	" 9"	" 1515"	"1023"	"1"	"17.04"	"58.92"	" 5117.7"	"12353.6"	"0"
"P9_17x61_1"	" 9"	"  245"	" 210"	"1"	"16.95"	"60.91"	" 5102.7"	"12753.0"	"0"
"P9_18x12_1"	" 9"	"  477"	" 365"	"1"	"17.96"	"12.05"	" 5284.4"	" 2963.9"	"1"
"P9_18x14_1"	" 9"	" 1022"	" 713"	"1"	"18.03"	"14.04"	" 5297.9"	" 3362.8"	"11"
"P9_18x16_1"	" 9"	"10231"	"4051"	"1"	"18.05"	"16.07"	" 5299.9"	" 3770.5"	"1"
"P9_18x18_1"	" 9"	" 8281"	"3458"	"1"	"18.07"	"18.06"	" 5304.7"	" 4167.2"	"1"
"P9_18x20_1"	" 9"	"10340"	"3490"	"1"	"17.99"	"20.06"	" 5289.8"	" 4569.0"	"4"
"P9_18x22_1"	" 9"	" 3879"	"1862"	"1"	"18.01"	"22.05"	" 5293.2"	" 4968.3"	"4"
"P9_18x24_1"	" 9"	" 8854"	"3579"	"1"	"18.04"	"24.05"	" 5298.2"	" 5368.1"	"0"
"P9_18x26_1"	" 9"	" 8999"	"3515"	"1"	"18.10"	"26.04"	" 5310.5"	" 5766.9"	"4"
"P9_18x28_1"	" 9"	" 1503"	" 973"	"1"	"18.04"	"28.07"	" 5298.5"	" 6173.8"	"0"
"P9_18x30_1"	" 9"	" 7218"	"3086"	"1"	"18.01"	"30.04"	" 5293.7"	" 6568.7"	"1"
"P9_18x32_1"	" 9"	" 3824"	"1917"	"1"	"18.02"	"32.04"	" 5294.5"	" 6968.4"	"4"
"P9_18x34_1"	" 9"	" 2309"	"1147"	"1"	"18.08"	"34.05"	" 5305.8"	" 7371.1"	"4"
"P9_18x36_1"	" 9"	" 4815"	"2277"	"1"	"18.03"	"36.00"	" 5296.6"	" 7762.0"	"4"
"P9_18x38_1"	" 9"	"  473"	" 377"	"1"	"17.97"	"38.02"	" 5285.9"	" 8167.2"	"0"
"P9_18x40_1"	" 9"	"  930"	" 616"	"1"	"18.03"	"40.02"	" 5297.1"	" 8567.8"	"4"
"P9_18x42_1"	" 9"	" 6037"	"2846"	"1"	"18.06"	"42.04"	" 5301.9"	" 8971.9"	"1"
"P9_18x44_1"	" 9"	" 4061"	"2058"	"1"	"18.04"	"44.05"	" 5299.9"	" 9374.6"	"6"
"P9_18x46_1"	" 9"	"  350"	" 290"	"1"	"18.04"	"46.01"	" 5298.9"	" 9768.3"	"2"
"P9_18x48_1"	" 9"	"  468"	" 385"	"1"	"18.04"	"48.01"	" 5299.4"	"10168.1"	"2"
"P9_18x50_1"	" 9"	" 5750"	"2750"	"1"	"18.06"	"50.02"	" 5301.8"	"10572.2"	"1"
"P9_18x52_1"	" 9"	" 6111"	"2780"	"1"	"18.06"	"52.01"	" 5303.2"	"10970.5"	"8"
"P9_18x54_1"	" 9"	" 2894"	"1436"	"1"	"18.00"	"54.00"	" 5292.4"	"11369.3"	"3"
"P9_18x56_1"	" 9"	" 1791"	"1114"	"1"	"18.03"	"55.99"	" 5297.2"	"11767.8"	"5"
"P9_18x58_1"	" 9"	"  892"	" 662"	"1"	"18.06"	"58.01"	" 5302.2"	"12172.9"	"0"
"P9_18x60_1"	" 9"	" 1175"	" 806"	"1"	"18.08"	"60.02"	" 5306.8"	"12574.9"	"3"
"P9_19x5_1"	" 9"	"  238"	" 212"	"1"	"19.03"	" 5.01"	" 5477.6"	" 1552.6"	"0"
"P9_19x9_1"	" 9"	"  365"	" 296"	"1"	"19.10"	" 9.09"	" 5490.2"	" 2371.4"	"3"
"P9_19x11_1"	" 9"	"  629"	" 478"	"1"	"19.08"	"11.04"	" 5487.1"	" 2762.0"	"1"
"P9_19x13_1"	" 9"	"  689"	" 530"	"1"	"19.03"	"13.04"	" 5477.7"	" 3163.2"	"5"
"P9_19x15_1"	" 9"	" 1632"	"1063"	"1"	"19.05"	"15.03"	" 5481.7"	" 3561.3"	"1"
"P9_19x17_1"	" 9"	" 9094"	"3546"	"1"	"19.06"	"17.07"	" 5483.2"	" 3970.8"	"0"
"P9_19x19_1"	" 9"	" 9283"	"3440"	"1"	"19.08"	"19.04"	" 5487.1"	" 4364.5"	"4"
"P9_19x21_1"	" 9"	"11293"	"3815"	"1"	"18.99"	"21.01"	" 5470.8"	" 4759.7"	"4"
"P9_19x23_1"	" 9"	"14970"	"4865"	"1"	"19.03"	"23.07"	" 5477.6"	" 5172.7"	"1"
"P9_19x25_1"	" 9"	"11422"	"4238"	"1"	"19.10"	"25.00"	" 5489.6"	" 5558.8"	"1"
"P9_19x27_1"	" 9"	" 4938"	"2260"	"1"	"19.06"	"27.06"	" 5483.3"	" 5970.8"	"4"
"P9_19x29_1"	" 9"	" 3021"	"1671"	"1"	"18.99"	"29.04"	" 5471.0"	" 6367.5"	"0"
"P9_19x31_1"	" 9"	" 9760"	"3803"	"1"	"19.10"	"31.06"	" 5491.1"	" 6772.3"	"0"
"P9_19x33_1"	" 9"	"11822"	"4320"	"1"	"19.07"	"33.02"	" 5484.0"	" 7165.9"	"1"
"P9_19x35_1"	" 9"	" 6567"	"2801"	"1"	"19.08"	"35.07"	" 5485.9"	" 7577.0"	"4"
"P9_19x37_1"	" 9"	"  319"	" 253"	"1"	"18.99"	"37.01"	" 5471.1"	" 7965.2"	"1"
"P9_19x39_1"	" 9"	" 3058"	"1724"	"1"	"19.03"	"39.01"	" 5477.9"	" 8366.5"	"0"
"P9_19x41_1"	" 9"	" 5158"	"2522"	"1"	"19.04"	"41.03"	" 5480.3"	" 8769.7"	"8"
"P9_19x43_1"	" 9"	" 2885"	"1641"	"1"	"19.07"	"43.02"	" 5484.4"	" 9168.5"	"0"
"P9_19x45_1"	" 9"	" 5908"	"2754"	"1"	"19.03"	"45.04"	" 5478.4"	" 9574.6"	"6"
"P9_19x47_1"	" 9"	"  267"	" 227"	"1"	"19.04"	"47.03"	" 5480.1"	" 9972.4"	"0"
"P9_19x49_1"	" 9"	" 1646"	"1039"	"1"	"19.04"	"49.01"	" 5478.7"	"10369.9"	"0"
"P9_19x51_1"	" 9"	" 3411"	"1659"	"1"	"19.06"	"51.01"	" 5482.6"	"10770.6"	"4"
"P9_19x53_1"	" 9"	" 2640"	"1494"	"1"	"19.04"	"53.00"	" 5478.8"	"11169.4"	"1"
"P9_19x55_1"	" 9"	"  681"	" 529"	"1"	"19.02"	"55.00"	" 5476.7"	"11569.0"	"0"
