,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000228526,havana,gene,ENSG00000228526,7,MIR34AHG,havana,lincRNA,MIR34AHG; ENSG00000228526,FALSE
ENSG00000234546,havana,gene,ENSG00000234546,3,LINC01759,havana,lincRNA,LINC01759; ENSG00000234546,FALSE
ENSG00000049239,ensembl_havana,gene,ENSG00000049239,12,H6PD,ensembl_havana,protein_coding,H6PD; ENSG00000049239,FALSE
ENSG00000171621,ensembl_havana,gene,ENSG00000171621,13,SPSB1,ensembl_havana,protein_coding,SPSB1; ENSG00000171621,FALSE
ENSG00000284652,havana,gene,ENSG00000284652,1,BX323043.1,havana,lincRNA,BX323043.1; ENSG00000284652,FALSE
ENSG00000284693,havana,gene,ENSG00000284693,1,AL928921.2,havana,lincRNA,AL928921.2; ENSG00000284693,FALSE
ENSG00000235263,havana,gene,ENSG00000235263,1,AL928921.1,havana,lincRNA,AL928921.1; ENSG00000235263,FALSE
ENSG00000171612,ensembl_havana,gene,ENSG00000171612,6,SLC25A33,ensembl_havana,protein_coding,SLC25A33; ENSG00000171612,TRUE
ENSG00000188807,ensembl_havana,gene,ENSG00000188807,12,TMEM201,ensembl_havana,protein_coding,TMEM201; ENSG00000188807,FALSE
ENSG00000171608,ensembl_havana,gene,ENSG00000171608,15,PIK3CD,ensembl_havana,protein_coding,PIK3CD; ENSG00000171608,FALSE
ENSG00000179840,havana,gene,ENSG00000179840,5,PIK3CD-AS1,havana,antisense,PIK3CD-AS1; ENSG00000179840,FALSE
ENSG00000231789,havana,gene,ENSG00000231789,2,PIK3CD-AS2,havana,antisense,PIK3CD-AS2; ENSG00000231789,FALSE
ENSG00000171603,ensembl_havana,gene,ENSG00000171603,16,CLSTN1,ensembl_havana,protein_coding,CLSTN1; ENSG00000171603,FALSE
ENSG00000178585,ensembl_havana,gene,ENSG00000178585,14,CTNNBIP1,ensembl_havana,protein_coding,CTNNBIP1; ENSG00000178585,FALSE
ENSG00000223989,havana,gene,ENSG00000223989,1,AL357140.1,havana,antisense,AL357140.1; ENSG00000223989,FALSE
ENSG00000162441,ensembl_havana,gene,ENSG00000162441,11,LZIC,ensembl_havana,protein_coding,LZIC; ENSG00000162441,FALSE
ENSG00000173614,ensembl_havana,gene,ENSG00000173614,13,NMNAT1,ensembl_havana,protein_coding,NMNAT1; ENSG00000173614,FALSE
ENSG00000162444,ensembl_havana,gene,ENSG00000162444,11,RBP7,ensembl_havana,protein_coding,RBP7; ENSG00000162444,TRUE
ENSG00000130939,ensembl_havana,gene,ENSG00000130939,18,UBE4B,ensembl_havana,protein_coding,UBE4B; ENSG00000130939,FALSE
ENSG00000054523,ensembl_havana,gene,ENSG00000054523,17,KIF1B,ensembl_havana,protein_coding,KIF1B; ENSG00000054523,FALSE
ENSG00000284735,havana,gene,ENSG00000284735,1,AL139424.3,havana,lincRNA,AL139424.3; ENSG00000284735,FALSE
ENSG00000284642,havana,gene,ENSG00000284642,1,AL139424.2,havana,lincRNA,AL139424.2; ENSG00000284642,FALSE
ENSG00000142657,ensembl_havana,gene,ENSG00000142657,20,PGD,ensembl_havana,protein_coding,PGD; ENSG00000142657,FALSE
ENSG00000271989,havana,gene,ENSG00000271989,1,AL139424.1,havana,antisense,AL139424.1; ENSG00000271989,FALSE
ENSG00000251503,ensembl_havana,gene,ENSG00000251503,8,CENPS-CORT,ensembl_havana,protein_coding,CENPS-CORT; ENSG00000251503,FALSE
ENSG00000175279,havana,gene,ENSG00000175279,21,CENPS,havana,protein_coding,CENPS; ENSG00000175279,FALSE
ENSG00000241563,ensembl_havana,gene,ENSG00000241563,3,CORT,ensembl_havana,protein_coding,CORT; ENSG00000241563,FALSE
ENSG00000160049,ensembl_havana,gene,ENSG00000160049,11,DFFA,ensembl_havana,protein_coding,DFFA; ENSG00000160049,FALSE
ENSG00000203469,havana,gene,ENSG00000203469,2,AL354956.1,havana,antisense,AL354956.1; ENSG00000203469,FALSE
ENSG00000142655,ensembl_havana,gene,ENSG00000142655,12,PEX14,ensembl_havana,protein_coding,PEX14; ENSG00000142655,FALSE
ENSG00000130940,ensembl_havana,gene,ENSG00000130940,14,CASZ1,ensembl_havana,protein_coding,CASZ1; ENSG00000130940,FALSE
ENSG00000272078,havana,gene,ENSG00000272078,1,AL139423.1,havana,antisense,AL139423.1; ENSG00000272078,FALSE
ENSG00000175262,ensembl_havana,gene,ENSG00000175262,14,C1orf127,ensembl_havana,protein_coding,C1orf127; ENSG00000175262,FALSE
ENSG00000120948,ensembl_havana,gene,ENSG00000120948,16,TARDBP,ensembl_havana,protein_coding,TARDBP; ENSG00000120948,FALSE
ENSG00000277726,havana,gene,ENSG00000277726,4,AL109811.4,havana,protein_coding,AL109811.4; ENSG00000277726,FALSE
ENSG00000009724,ensembl_havana,gene,ENSG00000009724,16,MASP2,ensembl_havana,protein_coding,MASP2; ENSG00000009724,FALSE
ENSG00000271895,havana,gene,ENSG00000271895,2,AL109811.3,havana,antisense,AL109811.3; ENSG00000271895,FALSE
ENSG00000116649,ensembl_havana,gene,ENSG00000116649,9,SRM,ensembl_havana,protein_coding,SRM; ENSG00000116649,TRUE
ENSG00000171824,ensembl_havana,gene,ENSG00000171824,13,EXOSC10,ensembl_havana,protein_coding,EXOSC10; ENSG00000171824,FALSE
ENSG00000226849,havana,gene,ENSG00000226849,1,AL109811.1,havana,antisense,AL109811.1; ENSG00000226849,FALSE
ENSG00000230337,havana,gene,ENSG00000230337,1,AL109811.2,havana,antisense,AL109811.2; ENSG00000230337,FALSE
ENSG00000198793,ensembl_havana,gene,ENSG00000198793,12,MTOR,ensembl_havana,protein_coding,MTOR; ENSG00000198793,FALSE
ENSG00000225602,havana,gene,ENSG00000225602,5,MTOR-AS1,havana,antisense,MTOR-AS1; ENSG00000225602,FALSE
ENSG00000171819,ensembl_havana,gene,ENSG00000171819,4,ANGPTL7,ensembl_havana,protein_coding,ANGPTL7; ENSG00000171819,FALSE
ENSG00000120942,ensembl_havana,gene,ENSG00000120942,13,UBIAD1,ensembl_havana,protein_coding,UBIAD1; ENSG00000120942,FALSE
ENSG00000284646,havana,gene,ENSG00000284646,1,AL031291.1,havana,lincRNA,AL031291.1; ENSG00000284646,FALSE
ENSG00000204624,ensembl_havana,gene,ENSG00000204624,7,DISP3,ensembl_havana,protein_coding,DISP3; ENSG00000204624,FALSE
ENSG00000235643,havana,gene,ENSG00000235643,1,LINC01647,havana,lincRNA,LINC01647; ENSG00000235643,FALSE
ENSG00000284708,havana,gene,ENSG00000284708,1,AL031731.1,havana,antisense,AL031731.1; ENSG00000284708,FALSE
ENSG00000116661,ensembl_havana,gene,ENSG00000116661,10,FBXO2,ensembl_havana,protein_coding,FBXO2; ENSG00000116661,TRUE
ENSG00000132879,ensembl_havana,gene,ENSG00000132879,13,FBXO44,ensembl_havana,protein_coding,FBXO44; ENSG00000132879,FALSE
ENSG00000116663,ensembl_havana,gene,ENSG00000116663,10,FBXO6,ensembl_havana,protein_coding,FBXO6; ENSG00000116663,FALSE
ENSG00000116670,ensembl_havana,gene,ENSG00000116670,14,MAD2L2,ensembl_havana,protein_coding,MAD2L2; ENSG00000116670,FALSE
ENSG00000162490,ensembl_havana,gene,ENSG00000162490,6,DRAXIN,ensembl_havana,protein_coding,DRAXIN; ENSG00000162490,FALSE
ENSG00000177674,ensembl_havana,gene,ENSG00000177674,15,AGTRAP,ensembl_havana,protein_coding,AGTRAP; ENSG00000177674,TRUE
ENSG00000215910,ensembl_havana,gene,ENSG00000215910,7,C1orf167,ensembl_havana,protein_coding,C1orf167; ENSG00000215910,FALSE
ENSG00000177553,havana,gene,ENSG00000177553,6,AL953897.1,havana,antisense,AL953897.1; ENSG00000177553,FALSE
ENSG00000177000,ensembl_havana,gene,ENSG00000177000,11,MTHFR,ensembl_havana,protein_coding,MTHFR; ENSG00000177000,FALSE
ENSG00000011021,ensembl_havana,gene,ENSG00000011021,21,CLCN6,ensembl_havana,protein_coding,CLCN6; ENSG00000011021,FALSE
ENSG00000242349,havana,gene,ENSG00000242349,5,NPPA-AS1,havana,antisense,NPPA-AS1; ENSG00000242349,FALSE
ENSG00000175206,ensembl_havana,gene,ENSG00000175206,10,NPPA,ensembl_havana,protein_coding,NPPA; ENSG00000175206,FALSE
ENSG00000120937,ensembl_havana,gene,ENSG00000120937,8,NPPB,ensembl_havana,protein_coding,NPPB; ENSG00000120937,FALSE
ENSG00000116685,ensembl_havana,gene,ENSG00000116685,15,KIAA2013,ensembl_havana,protein_coding,KIAA2013; ENSG00000116685,FALSE
ENSG00000083444,ensembl_havana,gene,ENSG00000083444,16,PLOD1,ensembl_havana,protein_coding,PLOD1; ENSG00000083444,FALSE
ENSG00000116688,ensembl_havana,gene,ENSG00000116688,16,MFN2,ensembl_havana,protein_coding,MFN2; ENSG00000116688,FALSE
ENSG00000116691,ensembl_havana,gene,ENSG00000116691,10,MIIP,ensembl_havana,protein_coding,MIIP; ENSG00000116691,FALSE
ENSG00000120949,ensembl_havana,gene,ENSG00000120949,14,TNFRSF8,ensembl_havana,protein_coding,TNFRSF8; ENSG00000120949,FALSE
ENSG00000028137,ensembl_havana,gene,ENSG00000028137,18,TNFRSF1B,ensembl_havana,protein_coding,TNFRSF1B; ENSG00000028137,FALSE
ENSG00000048707,ensembl_havana,gene,ENSG00000048707,14,VPS13D,ensembl_havana,protein_coding,VPS13D; ENSG00000048707,FALSE
ENSG00000229484,havana,gene,ENSG00000229484,1,AC243836.1,havana,lincRNA,AC243836.1; ENSG00000229484,FALSE
ENSG00000162496,ensembl_havana,gene,ENSG00000162496,8,DHRS3,ensembl_havana,protein_coding,DHRS3; ENSG00000162496,TRUE
ENSG00000272482,havana,gene,ENSG00000272482,1,AC254633.1,havana,lincRNA,AC254633.1; ENSG00000272482,FALSE
ENSG00000204518,ensembl_havana,gene,ENSG00000204518,2,AADACL4,ensembl_havana,protein_coding,AADACL4; ENSG00000204518,FALSE
ENSG00000188984,ensembl_havana,gene,ENSG00000188984,11,AADACL3,ensembl_havana,protein_coding,AADACL3; ENSG00000188984,FALSE
ENSG00000157330,ensembl_havana,gene,ENSG00000157330,9,C1orf158,ensembl_havana,protein_coding,C1orf158; ENSG00000157330,FALSE
ENSG00000116726,ensembl_havana,gene,ENSG00000116726,4,PRAMEF12,ensembl_havana,protein_coding,PRAMEF12; ENSG00000116726,FALSE
ENSG00000116721,ensembl_havana,gene,ENSG00000116721,9,PRAMEF1,ensembl_havana,protein_coding,PRAMEF1; ENSG00000116721,FALSE
ENSG00000228338,havana,gene,ENSG00000228338,1,LINC01784,havana,lincRNA,LINC01784; ENSG00000228338,FALSE
ENSG00000239810,ensembl_havana,gene,ENSG00000239810,3,PRAMEF11,ensembl_havana,protein_coding,PRAMEF11; ENSG00000239810,FALSE
ENSG00000179172,ensembl_havana,gene,ENSG00000179172,9,HNRNPCL1,ensembl_havana,protein_coding,HNRNPCL1; ENSG00000179172,FALSE
ENSG00000120952,ensembl_havana,gene,ENSG00000120952,4,PRAMEF2,ensembl_havana,protein_coding,PRAMEF2; ENSG00000120952,FALSE
ENSG00000243073,ensembl_havana,gene,ENSG00000243073,3,PRAMEF4,ensembl_havana,protein_coding,PRAMEF4; ENSG00000243073,FALSE
ENSG00000187545,ensembl_havana,gene,ENSG00000187545,5,PRAMEF10,ensembl_havana,protein_coding,PRAMEF10; ENSG00000187545,FALSE
ENSG00000204510,ensembl_havana,gene,ENSG00000204510,5,PRAMEF7,ensembl_havana,protein_coding,PRAMEF7; ENSG00000204510,FALSE
ENSG00000232423,ensembl_havana,gene,ENSG00000232423,6,PRAMEF6,ensembl_havana,protein_coding,PRAMEF6; ENSG00000232423,FALSE
ENSG00000274764,ensembl_havana,gene,ENSG00000274764,5,PRAMEF27,ensembl_havana,protein_coding,PRAMEF27; ENSG00000274764,FALSE
ENSG00000277058,ensembl_havana,gene,ENSG00000277058,2,HNRNPCL3,ensembl_havana,protein_coding,HNRNPCL3; ENSG00000277058,FALSE
ENSG00000229571,ensembl_havana,gene,ENSG00000229571,7,PRAMEF25,ensembl_havana,protein_coding,PRAMEF25; ENSG00000229571,FALSE
ENSG00000275774,ensembl_havana,gene,ENSG00000275774,2,HNRNPCL2,ensembl_havana,protein_coding,HNRNPCL2; ENSG00000275774,FALSE
ENSG00000233336,havana,gene,ENSG00000233336,1,AC245056.1,havana,lincRNA,AC245056.1; ENSG00000233336,FALSE
ENSG00000280267,ensembl_havana,gene,ENSG00000280267,4,PRAMEF26,ensembl_havana,protein_coding,PRAMEF26; ENSG00000280267,FALSE
ENSG00000179412,ensembl_havana,gene,ENSG00000179412,10,HNRNPCL4,ensembl_havana,protein_coding,HNRNPCL4; ENSG00000179412,FALSE
ENSG00000204505,ensembl_havana,gene,ENSG00000204505,4,PRAMEF9,ensembl_havana,protein_coding,PRAMEF9; ENSG00000204505,FALSE
ENSG00000279169,ensembl_havana,gene,ENSG00000279169,2,PRAMEF13,ensembl_havana,protein_coding,PRAMEF13; ENSG00000279169,FALSE
ENSG00000279804,ensembl_havana,gene,ENSG00000279804,2,PRAMEF18,ensembl_havana,protein_coding,PRAMEF18; ENSG00000279804,FALSE
ENSG00000270601,ensembl_havana,gene,ENSG00000270601,4,PRAMEF5,ensembl_havana,protein_coding,PRAMEF5; ENSG00000270601,FALSE
ENSG00000182330,ensembl_havana,gene,ENSG00000182330,10,PRAMEF8,ensembl_havana,protein_coding,PRAMEF8; ENSG00000182330,FALSE
ENSG00000237700,ensembl_havana,gene,ENSG00000237700,2,PRAMEF33,ensembl_havana,protein_coding,PRAMEF33; ENSG00000237700,FALSE
ENSG00000204501,ensembl_havana,gene,ENSG00000204501,7,PRAMEF15,ensembl_havana,protein_coding,PRAMEF15; ENSG00000204501,FALSE
ENSG00000228229,havana,gene,ENSG00000228229,2,AC243961.1,havana,lincRNA,AC243961.1; ENSG00000228229,FALSE
ENSG00000204481,ensembl_havana,gene,ENSG00000204481,7,PRAMEF14,ensembl_havana,protein_coding,PRAMEF14; ENSG00000204481,FALSE
ENSG00000204480,ensembl_havana,gene,ENSG00000204480,7,PRAMEF19,ensembl_havana,protein_coding,PRAMEF19; ENSG00000204480,FALSE
ENSG00000204479,ensembl_havana,gene,ENSG00000204479,4,PRAMEF17,ensembl_havana,protein_coding,PRAMEF17; ENSG00000204479,FALSE
ENSG00000204478,ensembl_havana,gene,ENSG00000204478,9,PRAMEF20,ensembl_havana,protein_coding,PRAMEF20; ENSG00000204478,FALSE
ENSG00000162494,ensembl_havana,gene,ENSG00000162494,5,LRRC38,ensembl_havana,protein_coding,LRRC38; ENSG00000162494,FALSE
ENSG00000259961,havana,gene,ENSG00000259961,1,AL354712.1,havana,antisense,AL354712.1; ENSG00000259961,FALSE
ENSG00000162493,ensembl_havana,gene,ENSG00000162493,16,PDPN,ensembl_havana,protein_coding,PDPN; ENSG00000162493,FALSE
ENSG00000237445,havana,gene,ENSG00000237445,2,AL359771.1,havana,lincRNA,AL359771.1; ENSG00000237445,FALSE
ENSG00000116731,ensembl_havana,gene,ENSG00000116731,22,PRDM2,ensembl_havana,protein_coding,PRDM2; ENSG00000116731,FALSE
ENSG00000189337,ensembl_havana,gene,ENSG00000189337,16,KAZN,ensembl_havana,protein_coding,KAZN; ENSG00000189337,FALSE
ENSG00000231606,havana,gene,ENSG00000231606,1,AL357873.1,havana,lincRNA,AL357873.1; ENSG00000231606,FALSE
ENSG00000234593,havana,gene,ENSG00000234593,2,KAZN-AS1,havana,lincRNA,KAZN-AS1; ENSG00000234593,FALSE
ENSG00000175147,havana,gene,ENSG00000175147,11,TMEM51-AS1,havana,antisense,TMEM51-AS1; ENSG00000175147,FALSE
ENSG00000171729,ensembl_havana,gene,ENSG00000171729,13,TMEM51,ensembl_havana,protein_coding,TMEM51; ENSG00000171729,FALSE
ENSG00000204464,ensembl_havana,gene,ENSG00000204464,7,C1orf195,ensembl_havana,lincRNA,C1orf195; ENSG00000204464,FALSE
ENSG00000142621,ensembl_havana,gene,ENSG00000142621,19,FHAD1,ensembl_havana,protein_coding,FHAD1; ENSG00000142621,FALSE
ENSG00000233485,havana,gene,ENSG00000233485,1,AL031283.2,havana,antisense,AL031283.2; ENSG00000233485,FALSE
ENSG00000236045,havana,gene,ENSG00000236045,1,AL031283.3,havana,antisense,AL031283.3; ENSG00000236045,FALSE
ENSG00000228140,havana,gene,ENSG00000228140,1,AL031283.1,havana,lincRNA,AL031283.1; ENSG00000228140,FALSE
ENSG00000142634,ensembl_havana,gene,ENSG00000142634,12,EFHD2,ensembl_havana,protein_coding,EFHD2; ENSG00000142634,FALSE
ENSG00000162438,ensembl_havana,gene,ENSG00000162438,11,CTRC,ensembl_havana,protein_coding,CTRC; ENSG00000162438,FALSE
ENSG00000142615,ensembl_havana,gene,ENSG00000142615,7,CELA2A,ensembl_havana,protein_coding,CELA2A; ENSG00000142615,FALSE
ENSG00000215704,ensembl_havana,gene,ENSG00000215704,9,CELA2B,ensembl_havana,protein_coding,CELA2B; ENSG00000215704,FALSE
ENSG00000132906,ensembl_havana,gene,ENSG00000132906,17,CASP9,ensembl_havana,protein_coding,CASP9; ENSG00000132906,FALSE
ENSG00000116138,ensembl_havana,gene,ENSG00000116138,12,DNAJC16,ensembl_havana,protein_coding,DNAJC16; ENSG00000116138,FALSE
ENSG00000272510,havana,gene,ENSG00000272510,1,AL121992.3,havana,antisense,AL121992.3; ENSG00000272510,FALSE
ENSG00000116771,ensembl_havana,gene,ENSG00000116771,5,AGMAT,ensembl_havana,protein_coding,AGMAT; ENSG00000116771,FALSE
ENSG00000237301,havana,gene,ENSG00000237301,1,AL121992.1,havana,antisense,AL121992.1; ENSG00000237301,FALSE
ENSG00000197312,ensembl_havana,gene,ENSG00000197312,11,DDI2,ensembl_havana,protein_coding,DDI2; ENSG00000197312,FALSE
ENSG00000215695,havana,gene,ENSG00000215695,1,RSC1A1,havana,protein_coding,RSC1A1; ENSG00000215695,FALSE
ENSG00000271742,havana,gene,ENSG00000271742,1,AL121992.2,havana,lincRNA,AL121992.2; ENSG00000271742,FALSE
ENSG00000116786,ensembl_havana,gene,ENSG00000116786,12,PLEKHM2,ensembl_havana,protein_coding,PLEKHM2; ENSG00000116786,FALSE
ENSG00000237938,havana,gene,ENSG00000237938,5,AL450998.3,havana,antisense,AL450998.3; ENSG00000237938,FALSE
ENSG00000162461,ensembl_havana,gene,ENSG00000162461,7,SLC25A34,ensembl_havana,protein_coding,SLC25A34; ENSG00000162461,FALSE
ENSG00000224459,havana,gene,ENSG00000224459,1,SLC25A34-AS1,havana,antisense,SLC25A34-AS1; ENSG00000224459,FALSE
ENSG00000162460,ensembl_havana,gene,ENSG00000162460,6,TMEM82,ensembl_havana,protein_coding,TMEM82; ENSG00000162460,FALSE
ENSG00000162458,ensembl_havana,gene,ENSG00000162458,12,FBLIM1,ensembl_havana,protein_coding,FBLIM1; ENSG00000162458,FALSE
ENSG00000233954,ensembl_havana,gene,ENSG00000233954,6,UQCRHL,ensembl_havana,protein_coding,UQCRHL; ENSG00000233954,FALSE
ENSG00000179743,havana,gene,ENSG00000179743,4,AL450998.2,havana,antisense,AL450998.2; ENSG00000179743,FALSE
ENSG00000065526,ensembl_havana,gene,ENSG00000065526,10,SPEN,ensembl_havana,protein_coding,SPEN; ENSG00000065526,FALSE
ENSG00000116809,ensembl_havana,gene,ENSG00000116809,11,ZBTB17,ensembl_havana,protein_coding,ZBTB17; ENSG00000116809,FALSE
ENSG00000183888,ensembl_havana,gene,ENSG00000183888,4,SRARP,ensembl_havana,protein_coding,SRARP; ENSG00000183888,TRUE
ENSG00000233078,havana,gene,ENSG00000233078,1,AL355994.3,havana,antisense,AL355994.3; ENSG00000233078,FALSE
ENSG00000173641,ensembl_havana,gene,ENSG00000173641,17,HSPB7,ensembl_havana,protein_coding,HSPB7; ENSG00000173641,FALSE
ENSG00000186510,ensembl_havana,gene,ENSG00000186510,11,CLCNKA,ensembl_havana,protein_coding,CLCNKA; ENSG00000186510,FALSE
ENSG00000184908,ensembl_havana,gene,ENSG00000184908,17,CLCNKB,ensembl_havana,protein_coding,CLCNKB; ENSG00000184908,FALSE
ENSG00000185519,ensembl_havana,gene,ENSG00000185519,8,FAM131C,ensembl_havana,protein_coding,FAM131C; ENSG00000185519,FALSE
ENSG00000142627,ensembl_havana,gene,ENSG00000142627,12,EPHA2,ensembl_havana,protein_coding,EPHA2; ENSG00000142627,FALSE
ENSG00000227959,havana,gene,ENSG00000227959,1,AL451042.2,havana,antisense,AL451042.2; ENSG00000227959,FALSE
ENSG00000224621,havana,gene,ENSG00000224621,1,AL451042.1,havana,antisense,AL451042.1; ENSG00000224621,FALSE
ENSG00000234166,havana,gene,ENSG00000234166,1,ARHGEF19-AS1,havana,antisense,ARHGEF19-AS1; ENSG00000234166,FALSE
ENSG00000142632,ensembl_havana,gene,ENSG00000142632,16,ARHGEF19,ensembl_havana,protein_coding,ARHGEF19; ENSG00000142632,FALSE
ENSG00000132881,ensembl_havana,gene,ENSG00000132881,11,CPLANE2,ensembl_havana,protein_coding,CPLANE2; ENSG00000132881,FALSE
ENSG00000037637,ensembl_havana,gene,ENSG00000037637,10,FBXO42,ensembl_havana,protein_coding,FBXO42; ENSG00000037637,FALSE
ENSG00000055070,ensembl_havana,gene,ENSG00000055070,16,SZRD1,ensembl_havana,protein_coding,SZRD1; ENSG00000055070,TRUE
ENSG00000187144,ensembl_havana,gene,ENSG00000187144,11,SPATA21,ensembl_havana,protein_coding,SPATA21; ENSG00000187144,FALSE
ENSG00000157191,ensembl_havana,gene,ENSG00000157191,19,NECAP2,ensembl_havana,protein_coding,NECAP2; ENSG00000157191,FALSE
ENSG00000226029,havana,gene,ENSG00000226029,1,LINC01772,havana,lincRNA,LINC01772; ENSG00000226029,FALSE
ENSG00000261135,havana,gene,ENSG00000261135,1,AL137802.2,havana,lincRNA,AL137802.2; ENSG00000261135,FALSE
ENSG00000224174,havana,gene,ENSG00000224174,2,AL137802.1,havana,lincRNA,AL137802.1; ENSG00000224174,FALSE
ENSG00000233421,ensembl_havana,gene,ENSG00000233421,4,LINC01783,ensembl_havana,lincRNA,LINC01783; ENSG00000233421,FALSE
ENSG00000219481,ensembl_havana,gene,ENSG00000219481,10,NBPF1,ensembl_havana,protein_coding,NBPF1; ENSG00000219481,FALSE
ENSG00000271732,havana,gene,ENSG00000271732,1,AL137798.1,havana,lincRNA,AL137798.1; ENSG00000271732,FALSE
ENSG00000282143,havana,gene,ENSG00000282143,1,AL137798.2,havana,lincRNA,AL137798.2; ENSG00000282143,FALSE
ENSG00000279151,havana,gene,ENSG00000279151,1,AL021920.1,havana,lincRNA,AL021920.1; ENSG00000279151,FALSE
ENSG00000282740,havana,gene,ENSG00000282740,1,AL021920.3,havana,lincRNA,AL021920.3; ENSG00000282740,FALSE
ENSG00000058453,ensembl_havana,gene,ENSG00000058453,16,CROCC,ensembl_havana,protein_coding,CROCC; ENSG00000058453,FALSE
ENSG00000223643,havana,gene,ENSG00000223643,6,BX284668.1,havana,lincRNA,BX284668.1; ENSG00000223643,FALSE
ENSG00000228549,ensembl_havana,gene,ENSG00000228549,3,BX284668.2,ensembl_havana,lincRNA,BX284668.2; ENSG00000228549,FALSE
ENSG00000238142,havana,gene,ENSG00000238142,1,BX284668.5,havana,lincRNA,BX284668.5; ENSG00000238142,FALSE
ENSG00000272426,havana,gene,ENSG00000272426,1,BX284668.6,havana,lincRNA,BX284668.6; ENSG00000272426,FALSE
ENSG00000117122,ensembl_havana,gene,ENSG00000117122,13,MFAP2,ensembl_havana,protein_coding,MFAP2; ENSG00000117122,FALSE
ENSG00000226526,havana,gene,ENSG00000226526,1,AL049569.1,havana,antisense,AL049569.1; ENSG00000226526,FALSE
ENSG00000159363,ensembl_havana,gene,ENSG00000159363,17,ATP13A2,ensembl_havana,protein_coding,ATP13A2; ENSG00000159363,FALSE
ENSG00000117118,ensembl_havana,gene,ENSG00000117118,9,SDHB,ensembl_havana,protein_coding,SDHB; ENSG00000117118,FALSE
ENSG00000117115,ensembl_havana,gene,ENSG00000117115,12,PADI2,ensembl_havana,protein_coding,PADI2; ENSG00000117115,TRUE
ENSG00000204362,havana,gene,ENSG00000204362,6,AL590644.1,havana,lincRNA,AL590644.1; ENSG00000204362,FALSE
ENSG00000282843,havana,gene,ENSG00000282843,1,AL590644.3,havana,lincRNA,AL590644.3; ENSG00000282843,FALSE
ENSG00000142623,ensembl_havana,gene,ENSG00000142623,9,PADI1,ensembl_havana,protein_coding,PADI1; ENSG00000142623,FALSE
ENSG00000142619,ensembl_havana,gene,ENSG00000142619,4,PADI3,ensembl_havana,protein_coding,PADI3; ENSG00000142619,FALSE
ENSG00000159339,ensembl_havana,gene,ENSG00000159339,13,PADI4,ensembl_havana,protein_coding,PADI4; ENSG00000159339,FALSE
ENSG00000276747,ensembl_havana,gene,ENSG00000276747,1,PADI6,ensembl_havana,protein_coding,PADI6; ENSG00000276747,FALSE
ENSG00000227751,havana,gene,ENSG00000227751,1,AC004824.1,havana,antisense,AC004824.1; ENSG00000227751,FALSE
ENSG00000179051,ensembl_havana,gene,ENSG00000179051,13,RCC2,ensembl_havana,protein_coding,RCC2; ENSG00000179051,FALSE
